procedure_id,equipment_id,sensor_name,lignes,axe_temporel_identique,moyenne_avant,moyenne_apres,delta_moyenne_pct,ecart_type_avant,ecart_type_apres,delta_ecart_type_pct,correlation_point_a_point,autocorr_lag1_avant,autocorr_lag2_avant,autocorr_lag4_avant,autocorr_lag1_apres,autocorr_lag2_apres,autocorr_lag4_apres,part_pas_nominal_avant_pct,part_pas_nominal_apres_pct,hors_plage_robuste_avant,hors_plage_robuste_apres,en_fenetre_evenement_avant,en_fenetre_evenement_apres,signal_en_fenetre_avant,signal_en_fenetre_apres,collisions_cle_logique,ordre_de_grandeur,fidelite_point_a_point,structure_temporelle,regularite_du_pas,plausibilite_physique,lien_aux_evenements,signal_aux_evenements,cle_logique_libre
PROC-AUG-BRUIT,EQ-CHILL-248,pressure_bar,719,True,6.8906,6.8905,-0.0014,0.2768,0.277,0.039,0.9997,0.0643,-0.5746,0.6209,0.0642,-0.5754,0.6211,99.86,99.86,0,0,28,28,6.8168,6.8157,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CHILL-248,temperature_c,719,True,54.319,54.321,0.0037,4.7981,4.7971,-0.0218,0.9998,0.4547,-0.0078,0.8818,0.4552,-0.0073,0.8816,99.86,99.86,0,0,28,28,53.6846,53.6925,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-002,pressure_bar,719,True,6.5708,6.5707,-0.0017,0.2733,0.2735,0.0612,0.9998,0.1061,-0.4864,0.6142,0.1069,-0.4867,0.6128,99.86,99.86,0,0,61,61,6.5016,6.5021,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-002,temperature_c,719,True,59.2631,59.2614,-0.0029,3.6823,3.6833,0.0265,0.9998,0.0625,-0.729,0.7966,0.0618,-0.7288,0.7956,99.86,99.86,0,0,62,62,60.0395,60.0452,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-113,pressure_bar,720,True,5.9425,5.9428,0.0044,0.2691,0.2694,0.1063,0.9997,0.0334,-0.592,0.6336,0.033,-0.5923,0.6346,100.0,100.0,0,0,28,28,5.9157,5.9139,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-113,temperature_c,719,True,62.2271,62.2262,-0.0013,3.6847,3.6854,0.0197,0.9998,0.0566,-0.7276,0.7925,0.0566,-0.7282,0.7922,99.86,99.86,0,0,28,28,63.7543,63.7371,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-233,pressure_bar,720,True,6.6528,6.6533,0.0073,0.2738,0.2742,0.1399,0.9998,0.0921,-0.5308,0.6337,0.0934,-0.5301,0.6329,100.0,100.0,0,0,43,43,6.5,6.5,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-233,temperature_c,720,True,59.2177,59.2159,-0.0029,3.6388,3.6428,0.1113,0.9998,0.0654,-0.7107,0.8267,0.0661,-0.7091,0.8258,100.0,100.0,0,0,43,43,60.6051,60.613,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-249,pressure_bar,719,True,5.3635,5.3639,0.0067,0.2696,0.2693,-0.0951,0.9997,0.0227,-0.5993,0.6567,0.0225,-0.5987,0.6561,99.86,99.86,0,0,30,30,5.2413,5.2427,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-COMP-396,pressure_bar,717,True,6.0995,6.0995,-0.0005,0.2692,0.2694,0.0689,0.9998,0.0275,-0.6134,0.6378,0.0268,-0.6144,0.6388,99.58,99.58,0,0,32,32,6.0819,6.0819,717,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-003,current_a,718,True,21.2508,21.2485,-0.0106,1.8915,1.8915,-0.0018,0.9998,0.1199,-0.561,0.7188,0.1201,-0.5618,0.7187,99.72,99.72,0,0,35,35,22.3671,22.3729,718,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-003,rpm,720,True,1290.3872,1290.3602,-0.0021,39.1822,39.1932,0.0281,0.9998,0.1078,-0.5879,0.7468,0.1088,-0.5871,0.7458,100.0,100.0,0,0,35,35,1259.0323,1258.8649,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-262,current_a,719,True,28.7741,28.7721,-0.0071,1.864,1.8643,0.0175,0.9998,0.0402,-0.6738,0.7305,0.0404,-0.6751,0.7307,99.86,99.86,0,0,33,33,28.5779,28.5764,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-262,rpm,719,True,1463.041,1463.0618,0.0014,37.502,37.4819,-0.0535,0.9998,0.0319,-0.6766,0.734,0.0325,-0.6758,0.7324,99.86,99.86,0,0,33,33,1466.0142,1465.9603,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-336,current_a,720,True,22.584,22.5844,0.0017,1.8501,1.8521,0.1054,0.9998,0.0532,-0.6845,0.745,0.0537,-0.685,0.7447,100.0,100.0,0,0,33,33,23.2658,23.2582,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-336,rpm,719,True,1355.0136,1355.0301,0.0012,38.384,38.4023,0.0476,0.9998,0.0557,-0.665,0.7297,0.0554,-0.666,0.7293,99.86,99.86,0,0,33,33,1333.6406,1333.5833,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-376,current_a,720,True,21.9343,21.9333,-0.0042,1.8625,1.8613,-0.0638,0.9998,0.0466,-0.6747,0.7252,0.0471,-0.674,0.7239,100.0,100.0,0,0,33,33,21.5248,21.5267,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-CONV-376,rpm,719,True,1515.6595,1515.6349,-0.0016,37.0356,37.0183,-0.0467,0.9998,0.0385,-0.6437,0.7141,0.0382,-0.6422,0.7129,99.86,99.86,0,0,33,33,1512.3891,1512.5633,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-002,current_a,718,True,23.7636,23.7631,-0.0018,1.8195,1.8199,0.023,0.9998,0.0156,-0.7133,0.7023,0.0164,-0.7132,0.701,99.72,99.72,0,0,31,31,23.7665,23.7677,718,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-002,rpm,720,True,1239.879,1239.8563,-0.0018,37.3245,37.3608,0.0973,0.9998,0.0702,-0.6625,0.724,0.0692,-0.6629,0.7241,100.0,100.0,0,0,32,32,1244.3,1244.0788,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-002,vibration_mm_s,719,True,2.9331,2.9327,-0.0156,0.3294,0.3295,0.034,0.9998,0.0153,-0.5166,0.5591,0.0162,-0.5163,0.5587,99.86,99.86,0,0,32,32,2.9487,2.9494,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-003,rpm,720,True,1418.1174,1418.1224,0.0003,37.4458,37.4681,0.0596,0.9998,0.0404,-0.7044,0.7388,0.0407,-0.7045,0.7396,100.0,100.0,0,0,16,16,1423.8244,1423.7175,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-003,vibration_mm_s,719,True,2.8393,2.8397,0.0113,0.3398,0.3401,0.0777,0.9998,0.0342,-0.4943,0.5477,0.0344,-0.4934,0.5479,99.86,99.86,0,0,16,16,2.9006,2.8994,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-204,vibration_mm_s,719,True,2.9339,2.9348,0.0303,0.403,0.4031,0.0164,0.9998,0.3345,-0.0641,0.6168,0.3356,-0.0635,0.6175,99.86,99.86,2,2,32,32,3.8537,3.8556,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-284,rpm,719,True,1640.7086,1640.7086,0.0,40.3287,40.3874,0.1455,0.9998,0.1799,-0.4376,0.7071,0.1794,-0.4398,0.7078,99.86,99.86,0,0,48,48,1612.8765,1612.9321,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-284,vibration_mm_s,720,True,2.6737,2.6738,0.0057,0.362,0.3617,-0.0906,0.9998,0.1681,-0.2744,0.5587,0.1668,-0.2737,0.5579,100.0,100.0,0,0,48,48,2.971,2.9717,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-304,rpm,717,True,1526.6926,1526.6858,-0.0004,37.6809,37.6885,0.0201,0.9998,0.0505,-0.6451,0.7189,0.0493,-0.6451,0.7179,99.58,99.58,0,0,50,50,1522.1154,1522.1414,717,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-FAN-304,vibration_mm_s,720,True,2.6733,2.6738,0.0182,0.5968,0.5968,0.0077,0.9998,0.6231,0.3569,0.2824,0.6224,0.3565,0.2809,100.0,100.0,6,6,50,50,2.7822,2.7844,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-MIX-159,current_a,675,True,25.5073,25.5072,-0.0002,1.7901,1.7895,-0.0308,0.9998,0.0387,-0.6807,0.7441,0.0386,-0.6809,0.7449,99.7,99.7,0,0,31,31,25.3674,25.3639,675,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-MIX-159,vibration_mm_s,720,True,2.7359,2.7357,-0.0076,0.341,0.3411,0.0359,0.9998,0.0088,-0.5316,0.5492,0.0084,-0.5326,0.5488,100.0,100.0,0,0,31,31,2.7581,2.7581,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-MIX-259,current_a,720,True,22.1232,22.1226,-0.0027,1.8117,1.8114,-0.0155,0.9998,0.0317,-0.7005,0.733,0.0318,-0.7005,0.7329,100.0,100.0,0,0,58,58,22.0088,22.0038,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-MIX-259,vibration_mm_s,719,True,2.6266,2.6266,-0.0016,0.3426,0.3424,-0.0702,0.9998,0.0328,-0.4804,0.5049,0.0325,-0.4799,0.5039,99.86,99.86,0,0,58,58,2.6567,2.6572,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-MIX-379,current_a,719,True,21.7788,21.7802,0.0065,1.8558,1.8574,0.0861,0.9998,0.0446,-0.6496,0.7153,0.0449,-0.6476,0.7136,99.86,99.86,0,0,30,30,21.7,21.7093,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-MIX-379,vibration_mm_s,719,True,2.8529,2.853,0.0034,0.3365,0.3373,0.2329,0.9997,0.0094,-0.5232,0.5297,0.01,-0.5225,0.5296,99.86,99.86,0,0,30,30,2.8907,2.8903,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-001,current_a,719,True,24.3124,24.3135,0.0044,1.8239,1.8223,-0.0909,0.9998,0.0163,-0.6862,0.7246,0.0157,-0.6866,0.7256,99.86,99.86,0,0,30,30,24.1353,24.142,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-001,temperature_c,719,True,50.6028,50.6013,-0.003,3.5776,3.5766,-0.0278,0.9998,0.05,-0.7397,0.796,0.0505,-0.7401,0.7969,99.86,99.86,0,0,30,30,50.8983,50.8753,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-123,current_a,719,True,24.2703,24.2702,-0.0006,1.8518,1.8542,0.1264,0.9998,0.0794,-0.6284,0.7408,0.079,-0.6296,0.7421,99.86,99.86,0,0,46,46,24.872,24.875,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-123,temperature_c,720,True,57.7026,57.703,0.0007,3.6268,3.6312,0.1205,0.9998,0.0601,-0.713,0.8149,0.0598,-0.7131,0.8148,100.0,100.0,0,0,46,46,59.1915,59.19,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-223,current_a,720,True,23.4213,23.4197,-0.0066,1.8451,1.848,0.1547,0.9998,0.0279,-0.6843,0.7202,0.0283,-0.6839,0.7201,100.0,100.0,0,0,46,46,23.5104,23.5093,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-223,temperature_c,720,True,61.5173,61.5207,0.0055,3.5302,3.5337,0.0999,0.9998,0.0533,-0.7622,0.81,0.0519,-0.763,0.811,100.0,100.0,0,0,46,46,61.367,61.3743,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-366,current_a,720,True,23.8479,23.8476,-0.0013,1.863,1.8619,-0.0589,0.9998,0.0598,-0.6114,0.7136,0.0605,-0.6091,0.7123,100.0,100.0,0,0,28,28,25.0189,25.0161,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-366,temperature_c,718,True,51.0907,51.0939,0.0064,3.5996,3.603,0.0958,0.9998,0.0498,-0.7275,0.8052,0.0498,-0.7278,0.8053,99.72,99.72,0,0,28,28,52.7921,52.7879,718,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-386,current_a,719,True,23.4141,23.4138,-0.0013,1.8944,1.894,-0.0208,0.9998,0.0591,-0.6246,0.7153,0.0591,-0.6233,0.7147,99.86,99.86,0,0,32,32,24.4106,24.4087,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-OVEN-386,temperature_c,718,True,62.4784,62.4761,-0.0037,3.752,3.752,0.0011,0.9998,0.0869,-0.6925,0.7933,0.0877,-0.6905,0.7915,99.72,99.72,0,0,32,32,64.9194,64.9244,718,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-001,pressure_bar,720,True,6.0597,6.0594,-0.005,0.2747,0.2749,0.0789,0.9998,0.0278,-0.5755,0.5971,0.0271,-0.5752,0.5977,99.72,99.72,0,0,42,42,6.0721,6.0705,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-001,temperature_c,718,True,58.3637,58.3636,-0.0002,3.535,3.534,-0.0304,0.9998,0.0371,-0.762,0.8033,0.0367,-0.7612,0.8024,99.72,99.72,0,0,42,42,59.0681,59.0848,718,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-001,vibration_mm_s,721,True,2.8628,2.8626,-0.0053,0.3455,0.3455,-0.0068,0.9998,0.0764,-0.4399,0.5112,0.0769,-0.4387,0.5105,99.86,99.86,0,0,43,43,2.9847,2.9847,721,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-006,temperature_c,719,True,55.1874,55.1867,-0.0013,3.7934,3.7953,0.0515,0.9998,0.1521,-0.5468,0.7837,0.1517,-0.5456,0.7828,99.86,99.86,0,0,32,32,60.0281,60.0472,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-006,vibration_mm_s,720,True,3.1489,3.149,0.004,0.3942,0.3943,0.0301,0.9998,0.2467,-0.1382,0.5886,0.2468,-0.1368,0.5879,100.0,100.0,0,0,32,32,3.9737,3.9747,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-171,temperature_c,720,True,60.8099,60.8107,0.0012,3.6597,3.6615,0.0504,0.9998,0.0815,-0.6748,0.7902,0.081,-0.6754,0.7897,99.72,99.72,0,0,48,48,62.5196,62.5119,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-171,vibration_mm_s,640,True,2.9052,2.9048,-0.0124,0.3595,0.3599,0.1172,0.9998,0.1144,-0.4445,0.5157,0.1138,-0.4468,0.5175,99.53,99.53,0,0,48,48,3.0563,3.0548,640,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-350,temperature_c,720,True,60.6106,60.6134,0.0047,3.6546,3.6586,0.1119,0.9998,0.0803,-0.6837,0.806,0.0799,-0.6836,0.805,100.0,100.0,0,0,47,47,61.8294,61.8353,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-PUMP-350,vibration_mm_s,719,True,3.0111,3.0108,-0.0088,0.3747,0.3751,0.0901,0.9998,0.1466,-0.344,0.5912,0.1472,-0.3423,0.5897,99.86,99.86,0,0,47,47,3.2564,3.2566,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-ROBOT-358,current_a,719,True,20.9608,20.9595,-0.0062,1.8149,1.8163,0.0773,0.9998,0.0435,-0.6485,0.7321,0.0436,-0.6485,0.7323,99.86,99.86,0,0,41,41,21.4705,21.4668,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-ROBOT-358,vibration_mm_s,718,True,2.8586,2.8586,-0.0019,0.3476,0.3474,-0.053,0.9998,0.0875,-0.4594,0.5259,0.0866,-0.4607,0.5257,99.72,99.72,0,0,41,41,2.9639,2.9651,718,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-SENSOR-305,temperature_c,719,True,56.1275,56.1229,-0.0083,3.6371,3.6383,0.0336,0.9998,0.0728,-0.7169,0.8071,0.0724,-0.717,0.8072,99.86,99.86,0,0,17,17,59.8512,59.8606,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-STEAM-341,pressure_bar,719,True,5.9729,5.9728,-0.0016,0.2731,0.2731,0.0191,0.9997,0.0301,-0.5981,0.6387,0.0301,-0.5973,0.6387,99.86,99.86,0,0,40,40,5.9575,5.959,719,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-STEAM-341,temperature_c,720,True,55.3074,55.3011,-0.0114,3.5462,3.5426,-0.1007,0.9998,0.0247,-0.7476,0.7807,0.0248,-0.7482,0.7814,100.0,100.0,0,0,40,40,55.3102,55.285,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-STEAM-352,pressure_bar,720,True,6.3648,6.3648,0.0004,0.2776,0.2777,0.0112,0.9997,0.0359,-0.5627,0.6221,0.0358,-0.5634,0.6208,100.0,100.0,0,0,30,30,6.2793,6.281,720,True,True,True,True,True,True,True,False
PROC-AUG-BRUIT,EQ-STEAM-352,temperature_c,719,True,59.3272,59.3281,0.0015,3.5328,3.5327,-0.0017,0.9998,0.0602,-0.7278,0.7931,0.0604,-0.7276,0.7929,99.86,99.86,0,0,30,30,60.914,60.8947,719,True,True,True,True,True,True,True,False
PROC-AUG-ECHELLE,EQ-CAB-134,current_a,720,True,21.6383,22.7202,5.0001,1.8327,1.9245,5.0074,1.0,0.0446,-0.6734,0.714,0.0447,-0.6734,0.714,99.72,99.72,0,0,38,38,21.39,22.46,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CAB-134,temperature_c,720,True,55.2711,58.0348,5.0002,3.5427,3.7199,5.0022,1.0,0.0335,-0.7756,0.824,0.0335,-0.7756,0.824,100.0,100.0,0,0,38,38,54.6203,57.3521,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-001,pressure_bar,720,True,5.824,6.1152,4.9987,0.2779,0.2917,4.9909,1.0,0.0513,-0.5822,0.6309,0.0515,-0.5827,0.6307,100.0,100.0,0,0,22,22,5.7664,6.0545,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-001,temperature_c,719,True,55.6192,58.4002,5.0,3.6092,3.7896,4.9979,1.0,0.0577,-0.7421,0.8101,0.0577,-0.7421,0.8101,99.86,99.86,0,0,22,22,57.1059,59.9614,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-115,pressure_bar,720,True,6.9929,7.3427,5.0025,0.2795,0.2934,4.9838,1.0,0.0164,-0.6122,0.6043,0.0159,-0.6113,0.6037,100.0,100.0,0,0,30,30,6.997,7.3467,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-115,temperature_c,718,True,59.8194,62.8106,5.0005,3.5648,3.743,4.9985,1.0,0.0449,-0.7375,0.7993,0.0449,-0.7375,0.7992,99.72,99.72,0,0,30,30,59.765,62.754,718,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-168,pressure_bar,720,True,7.2117,7.5724,5.0027,0.2657,0.279,4.9916,0.9999,0.0363,-0.4875,0.5894,0.037,-0.4871,0.5886,100.0,100.0,0,0,44,44,7.0845,7.4395,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-168,temperature_c,719,True,59.1001,62.0551,5.0001,3.628,3.8092,4.9943,1.0,0.0559,-0.7217,0.8018,0.0559,-0.7218,0.8018,99.86,99.86,0,0,44,44,59.9339,62.9298,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-188,pressure_bar,719,True,6.3518,6.6694,5.0003,0.2791,0.293,4.9562,1.0,0.0911,-0.4756,0.6177,0.0911,-0.4761,0.6173,99.86,99.86,0,0,32,32,6.1088,6.4156,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-188,temperature_c,719,True,58.3132,61.2291,5.0005,3.6414,3.8233,4.9957,1.0,0.0689,-0.7121,0.8141,0.0689,-0.7122,0.8141,99.86,99.86,0,0,32,32,60.9091,63.955,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-248,pressure_bar,719,True,6.8906,7.2352,5.0011,0.2768,0.2905,4.9338,1.0,0.0643,-0.5746,0.6209,0.0637,-0.5751,0.6207,99.86,99.86,0,0,28,28,6.8168,7.1579,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CHILL-248,temperature_c,719,True,54.319,57.0347,4.9996,4.7981,5.038,5.0005,1.0,0.4547,-0.0078,0.8818,0.4548,-0.0077,0.8818,99.86,99.86,0,0,28,28,53.6846,56.3686,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-002,pressure_bar,719,True,6.5708,6.8993,4.9996,0.2733,0.2871,5.0555,1.0,0.1061,-0.4864,0.6142,0.1059,-0.4863,0.614,99.86,99.86,0,0,61,61,6.5016,6.8269,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-002,temperature_c,719,True,59.2631,62.2265,5.0005,3.6823,3.8662,4.9952,1.0,0.0625,-0.729,0.7966,0.0625,-0.7291,0.7966,99.86,99.86,0,0,62,62,60.0395,63.0415,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-113,pressure_bar,720,True,5.9425,6.2397,5.0014,0.2691,0.2829,5.1203,0.9999,0.0334,-0.592,0.6336,0.033,-0.5925,0.6341,100.0,100.0,0,0,28,28,5.9157,6.2118,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-113,temperature_c,719,True,62.2271,65.3387,5.0004,3.6847,3.8689,4.9985,1.0,0.0566,-0.7276,0.7925,0.0566,-0.7276,0.7925,99.86,99.86,0,0,28,28,63.7543,66.9418,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-233,pressure_bar,720,True,6.6528,6.9858,5.0048,0.2738,0.2874,4.9509,1.0,0.0921,-0.5308,0.6337,0.0917,-0.5304,0.6338,100.0,100.0,0,0,43,43,6.5,6.8251,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-233,temperature_c,720,True,59.2177,62.1787,5.0002,3.6388,3.8205,4.9949,1.0,0.0654,-0.7107,0.8267,0.0654,-0.7106,0.8267,100.0,100.0,0,0,43,43,60.6051,63.6353,720,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-249,pressure_bar,719,True,5.3635,5.6317,5.0008,0.2696,0.2831,5.0264,0.9999,0.0227,-0.5993,0.6567,0.0229,-0.5988,0.6564,99.86,99.86,0,0,30,30,5.2413,5.5037,719,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-COMP-396,pressure_bar,717,True,6.0995,6.4046,5.0017,0.2692,0.2826,4.987,0.9999,0.0275,-0.6134,0.6378,0.0278,-0.6134,0.6373,99.58,99.58,0,0,32,32,6.0819,6.3862,717,False,True,True,True,True,True,False,False
PROC-AUG-ECHELLE,EQ-CONV-003,current_a,718,True,21.2508,22.3135,5.0008,1.8915,1.986,4.996,1.0,0.1199,-0.561,0.7188,0.12,-0.561,0.7188,99.72,99.72,0,0,35,35,22.3671,23.4863,718,False,True,True,True,True,True,False,False
