bloc_id,equipment_id,capteur,lignes,debut,fin,part_retrouvee,lignes_greffees,autocorrelation_cycle,part_pas_irregulier,ecart_niveau_sigma,ratio_dispersion,verdict,regle_decisive,corroborations
EQ-CHILL-168|pressure_bar|0,EQ-CHILL-168,pressure_bar,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,1.0,0,0.4434,0.0,0.021,0.835,réelle,R-DET-001,R-DET-010
EQ-CHILL-168|pressure_bar|1,EQ-CHILL-168,pressure_bar,30,2026-03-10 06:00:00+00:00,2026-03-17 12:00:00+00:00,1.0,0,0.5809,0.0,0.096,0.952,réelle,R-DET-001,
EQ-CHILL-168|pressure_bar|2,EQ-CHILL-168,pressure_bar,30,2026-05-09 06:00:00+00:00,2026-05-16 12:00:00+00:00,1.0,1,0.4679,0.0,0.103,0.999,réelle,R-DET-001,R-DET-010
EQ-CHILL-168|pressure_bar|3,EQ-CHILL-168,pressure_bar,30,2026-06-15 18:00:00+00:00,2026-06-23 00:00:00+00:00,1.0,2,0.728,0.0,0.004,1.075,réelle,R-DET-001,
EQ-CHILL-168|temperature_c|0,EQ-CHILL-168,temperature_c,30,2026-01-02 00:00:00+00:00,2026-01-09 06:00:00+00:00,0.0,0,0.3699,0.0,52.34,9.179,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-CHILL-168|temperature_c|1,EQ-CHILL-168,temperature_c,30,2026-03-25 12:00:00+00:00,2026-04-01 18:00:00+00:00,1.0,1,0.8452,0.0,0.084,0.957,réelle,R-DET-001,
EQ-CHILL-188|pressure_bar|0,EQ-CHILL-188,pressure_bar,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,0.0333,1,-0.0343,0.0,0.04,0.912,fabriquée,R-DET-003,R-DET-010;R-DET-014
EQ-CHILL-188|pressure_bar|1,EQ-CHILL-188,pressure_bar,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,0,0.6742,0.0,0.163,0.924,réelle,R-DET-001,
EQ-CHILL-188|pressure_bar|2,EQ-CHILL-188,pressure_bar,30,2026-06-01 00:00:00+00:00,2026-06-08 06:00:00+00:00,1.0,1,0.578,0.0,0.225,1.233,réelle,R-DET-001,
EQ-CHILL-188|pressure_bar|3,EQ-CHILL-188,pressure_bar,30,2026-06-08 12:00:00+00:00,2026-06-15 18:00:00+00:00,0.0,2,0.6345,0.0,0.16,0.915,fabriquée,R-DET-002,R-DET-014
EQ-CHILL-188|temperature_c|0,EQ-CHILL-188,temperature_c,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,0.0,0,-0.3268,0.0,0.01,1.076,fabriquée,R-DET-002,R-DET-010
EQ-CHILL-188|temperature_c|1,EQ-CHILL-188,temperature_c,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,0,0.8031,0.0,0.012,1.008,réelle,R-DET-001,
EQ-CHILL-188|temperature_c|2,EQ-CHILL-188,temperature_c,30,2026-06-01 00:00:00+00:00,2026-06-08 06:00:00+00:00,1.0,0,0.8518,0.0,0.441,1.09,réelle,R-DET-001,
EQ-CHILL-248|pressure_bar|0,EQ-CHILL-248,pressure_bar,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,0.0,3,0.6584,0.0,0.083,0.885,fabriquée,R-DET-002,R-DET-014
EQ-CHILL-248|pressure_bar|1,EQ-CHILL-248,pressure_bar,30,2026-03-10 12:00:00+00:00,2026-03-17 18:00:00+00:00,1.0,1,0.7228,0.0,0.143,1.003,réelle,R-DET-001,
EQ-CHILL-248|pressure_bar|2,EQ-CHILL-248,pressure_bar,30,2026-05-09 12:41:00+00:00,2026-05-16 18:23:00+00:00,0.0,0,0.6977,0.7586,0.196,1.171,fabriquée,R-DET-002,R-DET-011
EQ-CHILL-248|pressure_bar|3,EQ-CHILL-248,pressure_bar,30,2026-06-16 00:00:00+00:00,2026-06-23 06:00:00+00:00,1.0,3,0.6338,0.0,0.181,1.001,réelle,R-DET-001,
EQ-CHILL-248|temperature_c|0,EQ-CHILL-248,temperature_c,30,2026-01-02 00:00:00+00:00,2026-01-09 06:00:00+00:00,1.0,0,0.7988,0.0,0.387,0.735,réelle,R-DET-001,
EQ-CHILL-248|temperature_c|1,EQ-CHILL-248,temperature_c,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,1,0.826,0.0,0.319,0.75,réelle,R-DET-001,
EQ-COMP-002|pressure_bar|0,EQ-COMP-002,pressure_bar,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,0,0.6223,0.0,0.16,1.036,réelle,R-DET-001,
EQ-COMP-002|pressure_bar|1,EQ-COMP-002,pressure_bar,30,2026-03-10 12:00:00+00:00,2026-03-17 18:00:00+00:00,0.0,2,0.5778,0.0,0.342,1.136,fabriquée,R-DET-002,R-DET-014
EQ-COMP-002|pressure_bar|2,EQ-COMP-002,pressure_bar,30,2026-04-17 00:00:00+00:00,2026-04-24 06:00:00+00:00,1.0,1,0.6216,0.0,0.036,0.986,réelle,R-DET-001,
EQ-COMP-002|pressure_bar|3,EQ-COMP-002,pressure_bar,30,2026-05-09 12:00:00+00:00,2026-05-16 18:00:00+00:00,0.1,2,0.4982,0.0,0.096,1.014,fabriquée,R-DET-003,R-DET-010;R-DET-014
EQ-COMP-002|temperature_c|0,EQ-COMP-002,temperature_c,30,2026-02-01 00:00:00+00:00,2026-02-08 06:00:00+00:00,1.0,0,0.7804,0.0,0.058,0.894,réelle,R-DET-001,
EQ-COMP-002|temperature_c|1,EQ-COMP-002,temperature_c,30,2026-05-09 12:00:00+00:00,2026-05-16 18:00:00+00:00,0.0,1,0.88,0.0,0.062,0.973,fabriquée,R-DET-002,R-DET-014
EQ-COMP-002|temperature_c|2,EQ-COMP-002,temperature_c,30,2026-05-17 00:00:00+00:00,2026-05-24 06:00:00+00:00,1.0,0,0.7587,0.0,0.473,1.221,réelle,R-DET-001,
EQ-COMP-002|temperature_c|3,EQ-COMP-002,temperature_c,30,2026-06-01 00:00:00+00:00,2026-06-08 06:00:00+00:00,0.0,0,0.4753,0.0,53.678,9.638,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-COMP-002|temperature_c|4,EQ-COMP-002,temperature_c,30,2026-06-16 00:00:00+00:00,2026-06-23 06:00:00+00:00,1.0,1,0.7798,0.0,0.021,1.006,réelle,R-DET-001,
EQ-COMP-113|pressure_bar|0,EQ-COMP-113,pressure_bar,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,1.0,1,0.7486,0.0,0.088,1.001,réelle,R-DET-001,
EQ-COMP-113|temperature_c|0,EQ-COMP-113,temperature_c,30,2026-02-01 00:00:00+00:00,2026-02-08 06:00:00+00:00,0.0,0,0.7874,0.0,0.038,0.956,fabriquée,R-DET-002,
EQ-COMP-113|temperature_c|1,EQ-COMP-113,temperature_c,30,2026-04-02 00:00:00+00:00,2026-04-09 06:00:00+00:00,0.0,0,-0.2861,0.0,0.172,0.902,fabriquée,R-DET-002,R-DET-010
EQ-COMP-233|pressure_bar|0,EQ-COMP-233,pressure_bar,30,2026-03-25 06:00:00+00:00,2026-04-01 12:00:00+00:00,0.0,0,0.1627,0.0,17.474,27.858,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-COMP-233|pressure_bar|1,EQ-COMP-233,pressure_bar,30,2026-05-31 18:00:00+00:00,2026-06-08 00:00:00+00:00,1.0,2,0.6809,0.0,0.38,1.263,réelle,R-DET-001,
EQ-COMP-233|pressure_bar|2,EQ-COMP-233,pressure_bar,30,2026-06-08 06:00:00+00:00,2026-06-15 12:00:00+00:00,1.0,2,0.589,0.0,0.338,1.068,réelle,R-DET-001,
EQ-COMP-233|temperature_c|0,EQ-COMP-233,temperature_c,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,0,0.8215,0.0,0.097,0.971,réelle,R-DET-001,
EQ-COMP-233|temperature_c|1,EQ-COMP-233,temperature_c,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,0,0.903,0.0,0.053,1.034,réelle,R-DET-001,
EQ-COMP-249|pressure_bar|0,EQ-COMP-249,pressure_bar,30,2026-03-18 00:00:00+00:00,2026-03-25 06:00:00+00:00,1.0,0,0.4795,0.0,0.454,1.114,réelle,R-DET-001,R-DET-010
EQ-COMP-396|pressure_bar|0,EQ-COMP-396,pressure_bar,30,2026-01-17 00:00:00+00:00,2026-01-24 06:00:00+00:00,0.0667,1,-0.035,0.0,0.219,1.097,fabriquée,R-DET-003,R-DET-010;R-DET-014
EQ-COMP-396|pressure_bar|1,EQ-COMP-396,pressure_bar,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,2,0.7236,0.0,0.01,1.004,réelle,R-DET-001,
EQ-COMP-396|pressure_bar|2,EQ-COMP-396,pressure_bar,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,0.0,1,0.4598,0.0,0.322,1.191,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-CONV-003|current_a|0,EQ-CONV-003,current_a,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,1.0,2,0.8062,0.0,0.073,0.979,réelle,R-DET-001,
EQ-CONV-003|rpm|0,EQ-CONV-003,rpm,30,2026-03-10 12:00:00+00:00,2026-03-17 18:00:00+00:00,0.0,0,0.0244,0.0,0.003,1.171,fabriquée,R-DET-002,R-DET-010
EQ-CONV-262|current_a|0,EQ-CONV-262,current_a,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,0.0,0,-0.2141,0.0,17.267,19.828,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-CONV-262|current_a|1,EQ-CONV-262,current_a,30,2026-02-23 12:00:00+00:00,2026-03-02 12:00:00+00:00,1.0,0,0.7209,0.0345,0.019,1.03,réelle,R-DET-001,
EQ-CONV-262|current_a|2,EQ-CONV-262,current_a,30,2026-05-01 18:00:00+00:00,2026-05-09 00:00:00+00:00,1.0,0,0.6873,0.0,0.066,1.049,réelle,R-DET-001,
EQ-CONV-262|current_a|3,EQ-CONV-262,current_a,30,2026-05-16 18:00:00+00:00,2026-05-24 00:00:00+00:00,0.0,0,-0.025,0.0,0.025,1.052,fabriquée,R-DET-002,R-DET-010
EQ-CONV-262|current_a|4,EQ-CONV-262,current_a,30,2026-05-31 18:00:00+00:00,2026-06-08 00:00:00+00:00,1.0,1,0.787,0.0,0.111,0.931,réelle,R-DET-001,
EQ-CONV-336|current_a|0,EQ-CONV-336,current_a,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,0,0.8482,0.0,0.088,0.971,réelle,R-DET-001,
EQ-CONV-336|current_a|1,EQ-CONV-336,current_a,30,2026-02-08 12:00:00+00:00,2026-02-15 18:00:00+00:00,1.0,0,0.7839,0.0,0.006,1.038,réelle,R-DET-001,
EQ-CONV-336|current_a|2,EQ-CONV-336,current_a,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,0.0,0,-0.0014,0.0,108.156,16.521,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-CONV-336|current_a|3,EQ-CONV-336,current_a,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,1.0,1,0.8164,0.0,0.054,0.959,réelle,R-DET-001,
EQ-CONV-336|current_a|4,EQ-CONV-336,current_a,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,1.0,0,0.7584,0.0,0.04,0.867,réelle,R-DET-001,
EQ-CONV-336|rpm|0,EQ-CONV-336,rpm,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,0,0.7095,0.0,0.166,0.838,réelle,R-DET-001,
EQ-CONV-376|current_a|0,EQ-CONV-376,current_a,30,2026-06-23 12:00:00+00:00,2026-06-30 18:00:00+00:00,1.0,0,0.7375,0.0,0.146,0.929,réelle,R-DET-001,
EQ-CONV-376|rpm|0,EQ-CONV-376,rpm,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,0.0,0,0.1153,0.0,0.27,1.104,fabriquée,R-DET-002,R-DET-010
EQ-FAN-002|current_a|0,EQ-FAN-002,current_a,30,2026-01-17 00:00:00+00:00,2026-01-24 06:00:00+00:00,1.0,0,0.6389,0.0,0.078,0.886,réelle,R-DET-001,
EQ-FAN-002|current_a|1,EQ-FAN-002,current_a,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,3,0.7167,0.0,0.017,0.973,réelle,R-DET-001,
EQ-FAN-002|current_a|2,EQ-FAN-002,current_a,30,2026-04-02 00:00:00+00:00,2026-04-09 06:00:00+00:00,1.0,0,0.2406,0.0,18.711,100.838,réelle,R-DET-001,R-DET-010;R-DET-012;R-DET-013
EQ-FAN-002|vibration_mm_s|0,EQ-FAN-002,vibration_mm_s,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,2,0.5972,0.0,0.108,0.894,réelle,R-DET-001,
EQ-FAN-002|vibration_mm_s|1,EQ-FAN-002,vibration_mm_s,30,2026-04-09 12:00:00+00:00,2026-04-16 18:00:00+00:00,1.0,1,0.5283,0.0,0.075,0.96,réelle,R-DET-001,
EQ-FAN-002|vibration_mm_s|2,EQ-FAN-002,vibration_mm_s,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,0.0333,1,0.5419,0.0,0.077,1.007,fabriquée,R-DET-003,R-DET-014
EQ-FAN-003|rpm|0,EQ-FAN-003,rpm,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,0,0.6883,0.0,0.174,1.071,réelle,R-DET-001,
EQ-FAN-003|rpm|1,EQ-FAN-003,rpm,30,2026-02-08 12:00:00+00:00,2026-02-15 18:00:00+00:00,1.0,0,0.7571,0.0,0.043,1.069,réelle,R-DET-001,
EQ-FAN-003|vibration_mm_s|0,EQ-FAN-003,vibration_mm_s,30,2026-01-02 00:00:00+00:00,2026-01-09 06:00:00+00:00,1.0,4,0.2067,0.0,0.069,0.793,réelle,R-DET-001,R-DET-010
EQ-FAN-003|vibration_mm_s|1,EQ-FAN-003,vibration_mm_s,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,1.0,5,0.4022,0.0,0.139,0.997,réelle,R-DET-001,R-DET-010
EQ-FAN-003|vibration_mm_s|2,EQ-FAN-003,vibration_mm_s,30,2026-03-10 12:00:00+00:00,2026-03-17 18:00:00+00:00,1.0,4,0.6798,0.0,0.069,1.009,réelle,R-DET-001,
EQ-FAN-003|vibration_mm_s|3,EQ-FAN-003,vibration_mm_s,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,1.0,2,0.5917,0.0,0.082,1.136,réelle,R-DET-001,
EQ-FAN-204|vibration_mm_s|0,EQ-FAN-204,vibration_mm_s,30,2026-02-08 12:00:00+00:00,2026-02-15 18:00:00+00:00,1.0,1,0.6148,0.0,0.018,1.151,réelle,R-DET-001,
EQ-FAN-204|vibration_mm_s|1,EQ-FAN-204,vibration_mm_s,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,0.0,2,0.4742,0.0,0.048,0.873,fabriquée,R-DET-002,R-DET-010;R-DET-014
EQ-FAN-204|vibration_mm_s|2,EQ-FAN-204,vibration_mm_s,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,0.0,4,0.2441,0.0,0.158,0.689,fabriquée,R-DET-002,R-DET-010;R-DET-013;R-DET-014
EQ-FAN-284|rpm|0,EQ-FAN-284,rpm,30,2026-01-02 00:00:00+00:00,2026-01-09 06:00:00+00:00,0.0,0,0.6287,0.0,0.078,0.853,fabriquée,R-DET-002,
EQ-FAN-284|rpm|1,EQ-FAN-284,rpm,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,0.0,0,0.7159,0.0,0.056,0.886,fabriquée,R-DET-002,
EQ-FAN-284|rpm|2,EQ-FAN-284,rpm,30,2026-06-01 00:00:00+00:00,2026-06-08 06:00:00+00:00,1.0,0,0.7482,0.0,0.058,0.872,réelle,R-DET-001,
EQ-FAN-284|rpm|3,EQ-FAN-284,rpm,30,2026-06-23 12:00:00+00:00,2026-06-30 18:00:00+00:00,1.0,0,0.6767,0.0,0.124,0.868,réelle,R-DET-001,
EQ-FAN-284|vibration_mm_s|0,EQ-FAN-284,vibration_mm_s,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,3,0.3902,0.0,0.039,0.945,réelle,R-DET-001,R-DET-010
EQ-FAN-284|vibration_mm_s|1,EQ-FAN-284,vibration_mm_s,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,1,0.5237,0.0,0.139,0.829,réelle,R-DET-001,
EQ-FAN-284|vibration_mm_s|2,EQ-FAN-284,vibration_mm_s,30,2026-03-25 12:00:00+00:00,2026-04-01 18:00:00+00:00,0.0,2,0.7138,0.0,0.227,0.918,fabriquée,R-DET-002,R-DET-014
EQ-FAN-304|rpm|0,EQ-FAN-304,rpm,30,2026-02-01 00:00:00+00:00,2026-02-08 06:00:00+00:00,1.0,0,0.7943,0.0,0.064,1.076,réelle,R-DET-001,
EQ-FAN-304|rpm|1,EQ-FAN-304,rpm,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,0,0.6755,0.0,0.158,1.098,réelle,R-DET-001,
EQ-FAN-304|rpm|2,EQ-FAN-304,rpm,30,2026-03-25 12:00:00+00:00,2026-04-01 18:00:00+00:00,1.0,0,0.5986,0.0,0.178,1.01,réelle,R-DET-001,
EQ-FAN-304|rpm|3,EQ-FAN-304,rpm,30,2026-04-02 00:00:00+00:00,2026-04-09 06:00:00+00:00,0.0,0,0.5887,0.0,0.082,0.891,fabriquée,R-DET-002,
EQ-FAN-304|vibration_mm_s|0,EQ-FAN-304,vibration_mm_s,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,0.0,2,0.6628,0.0,0.002,0.786,fabriquée,R-DET-002,R-DET-014
EQ-FAN-304|vibration_mm_s|1,EQ-FAN-304,vibration_mm_s,30,2026-04-09 12:00:00+00:00,2026-04-16 18:00:00+00:00,0.0,0,-0.3711,0.0,5.73,6.05,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-FAN-304|vibration_mm_s|2,EQ-FAN-304,vibration_mm_s,30,2026-04-24 12:00:00+00:00,2026-05-01 18:00:00+00:00,1.0,3,0.5385,0.0,0.027,0.474,réelle,R-DET-001,R-DET-013
EQ-FAN-304|vibration_mm_s|3,EQ-FAN-304,vibration_mm_s,30,2026-05-02 00:00:00+00:00,2026-05-09 06:00:00+00:00,1.0,2,0.6585,0.0,0.177,0.531,réelle,R-DET-001,R-DET-013
EQ-MIX-159|current_a|0,EQ-MIX-159,current_a,30,2026-01-02 00:00:00+00:00,2026-01-09 06:00:00+00:00,0.0,0,0.5469,0.0,0.172,1.364,fabriquée,R-DET-002,
EQ-MIX-159|current_a|1,EQ-MIX-159,current_a,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,0.0,0,-0.274,0.0,0.279,0.993,fabriquée,R-DET-002,R-DET-010
EQ-MIX-159|current_a|2,EQ-MIX-159,current_a,30,2026-05-20 12:00:00+00:00,2026-05-27 18:00:00+00:00,1.0,0,0.7324,0.0,0.154,1.05,réelle,R-DET-001,
EQ-MIX-159|current_a|3,EQ-MIX-159,current_a,30,2026-05-28 00:00:00+00:00,2026-06-04 06:00:00+00:00,1.0,0,0.7613,0.0,0.065,0.98,réelle,R-DET-001,
EQ-MIX-159|vibration_mm_s|0,EQ-MIX-159,vibration_mm_s,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,0.0,1,0.7211,0.0,0.222,1.438,fabriquée,R-DET-002,R-DET-014
EQ-MIX-159|vibration_mm_s|1,EQ-MIX-159,vibration_mm_s,30,2026-02-16 00:00:00+00:00,2026-02-23 06:00:00+00:00,0.0333,3,-0.1666,0.0,0.116,1.026,fabriquée,R-DET-003,R-DET-010;R-DET-014
EQ-MIX-159|vibration_mm_s|2,EQ-MIX-159,vibration_mm_s,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,0.0,0,0.2929,0.0,56.254,8.346,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-MIX-159|vibration_mm_s|3,EQ-MIX-159,vibration_mm_s,30,2026-06-23 12:00:00+00:00,2026-06-30 18:00:00+00:00,1.0,0,0.4243,0.0,0.012,0.869,réelle,R-DET-001,R-DET-010
EQ-MIX-259|current_a|0,EQ-MIX-259,current_a,30,2026-01-24 12:00:00+00:00,2026-01-31 18:00:00+00:00,1.0,1,0.8039,0.0,0.034,1.009,réelle,R-DET-001,
EQ-MIX-259|current_a|1,EQ-MIX-259,current_a,30,2026-02-23 12:00:00+00:00,2026-03-02 18:00:00+00:00,1.0,3,0.8376,0.0,0.035,0.884,réelle,R-DET-001,
EQ-MIX-259|current_a|2,EQ-MIX-259,current_a,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,1,0.7354,0.0,0.002,1.104,réelle,R-DET-001,
EQ-MIX-259|current_a|3,EQ-MIX-259,current_a,30,2026-03-17 23:41:00+00:00,2026-03-25 05:23:00+00:00,0.0,0,0.7067,0.931,0.042,0.978,fabriquée,R-DET-002,R-DET-011
EQ-MIX-259|current_a|4,EQ-MIX-259,current_a,30,2026-04-17 00:00:00+00:00,2026-04-24 06:00:00+00:00,1.0,1,0.6698,0.0,0.109,0.833,réelle,R-DET-001,
EQ-MIX-259|current_a|5,EQ-MIX-259,current_a,30,2026-05-17 00:00:00+00:00,2026-05-24 06:00:00+00:00,0.0,0,0.0688,0.0,113.933,15.855,fabriquée,R-DET-002,R-DET-010;R-DET-012;R-DET-013
EQ-MIX-259|current_a|6,EQ-MIX-259,current_a,30,2026-06-23 12:00:00+00:00,2026-06-30 18:00:00+00:00,1.0,0,0.8017,0.0,0.062,1.0,réelle,R-DET-001,
EQ-MIX-259|vibration_mm_s|0,EQ-MIX-259,vibration_mm_s,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,0.0,1,0.657,0.0,0.449,1.751,fabriquée,R-DET-002,R-DET-013;R-DET-014
EQ-MIX-259|vibration_mm_s|1,EQ-MIX-259,vibration_mm_s,30,2026-05-24 12:00:00+00:00,2026-05-31 18:00:00+00:00,1.0,1,0.6555,0.0,0.208,0.782,réelle,R-DET-001,
EQ-MIX-379|current_a|0,EQ-MIX-379,current_a,30,2026-01-09 12:00:00+00:00,2026-01-16 18:00:00+00:00,1.0,0,0.6935,0.0,0.022,0.947,réelle,R-DET-001,
EQ-MIX-379|current_a|1,EQ-MIX-379,current_a,30,2026-03-03 00:00:00+00:00,2026-03-10 06:00:00+00:00,1.0,1,0.5547,0.0,0.233,0.932,réelle,R-DET-001,
EQ-MIX-379|current_a|2,EQ-MIX-379,current_a,30,2026-05-24 06:00:00+00:00,2026-05-31 12:00:00+00:00,1.0,2,0.7316,0.0,0.082,1.073,réelle,R-DET-001,
EQ-MIX-379|current_a|3,EQ-MIX-379,current_a,30,2026-06-23 06:00:00+00:00,2026-06-30 12:00:00+00:00,0.0,1,-0.2884,0.0,0.184,1.178,fabriquée,R-DET-002,R-DET-010;R-DET-014
