source_file,row_identifier,rule_id,column,observed_value,reason,decision
sensor_readings.csv,EQ-PUMP-001|2026-01-08T06:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-08T12:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-08T18:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-09T00:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-09T06:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-09T12:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-09T18:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-10T00:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-10T06:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-10T12:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-10T18:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-11T00:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-11T06:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-11T12:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-PUMP-001|2026-01-11T18:00:00Z|TEMPERATURE_C ,R-SEN-005,sensor_name,TEMPERATURE_C ,Nom de capteur non normalise (casse ou espace),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-02 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-02 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-02 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-02 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-02 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-02 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-02 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-02 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-03 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-03 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-03 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-03 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-03 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-03 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-03 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-03 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-04 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-04 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-04 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-04 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-04 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-04 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-04 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-04 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-05 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-05 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-05 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-05 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-05 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-05 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-05 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-05 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-06 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-06 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-06 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-06 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-06 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-06 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-06 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-06 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-07 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-07 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-07 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-07 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-07 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-07 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-07 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-07 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-08 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-08 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-08 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-08 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-08 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-08 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-08 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-08 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-09 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-09 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-09 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-09 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-09 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-09 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-09 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-09 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-10 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-10 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-10 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-10 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-10 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-10 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-10 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-10 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-11 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-11 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-11 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-11 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-11 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-11 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-11 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-11 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-12 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-12 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-12 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-12 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-12 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-12 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-12 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-12 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-13 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-13 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-13 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-13 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-13 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-13 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-13 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-13 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-14 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-14 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-14 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-14 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-14 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-14 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-14 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-14 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-15 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-15 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-15 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-15 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-15 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-15 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-15 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-15 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-16 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-16 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-16 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-16 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-16 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-16 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-16 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-16 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-17 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-17 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-17 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-17 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-17 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-17 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-17 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-17 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-18 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-18 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-18 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-18 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-18 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-18 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-18 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-18 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-19 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-19 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-19 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-19 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-19 12:00:00|temperature_c,R-SEN-002,timestamp,2026-01-19 12:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-19 18:00:00|temperature_c,R-SEN-002,timestamp,2026-01-19 18:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-20 00:00:00|temperature_c,R-SEN-002,timestamp,2026-01-20 00:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
sensor_readings.csv,EQ-COMP-233|2026-01-20 06:00:00|temperature_c,R-SEN-002,timestamp,2026-01-20 06:00:00,Horodatage sans fuseau — interprete en UTC (hypothese tracee),valeur_normalisee
